document_ID,firm_ID,time_of_earning_call
9020.F,HON,2020 Q2
9021.F,HON,2020 Q3
9022.F,HON,2020 Q4
9023.F,HON,2021 Q1
9024.F,HON,2021 Q2
9025.F,HON,2021 Q3
9026.F,HON,2021 Q4
9027.F,HON,2022 Q1
9028.F,HON,2022 Q2
9029.F,HON,2022 Q3
9030.F,HON,2022 Q4
9031.F,HON,2023 Q1
9032.F,HON,2023 Q2
9033.F,HON,2023 Q3
9034.F,HON,2023 Q4
9035.F,HPE,2016 Q1
9036.F,HPE,2016 Q2
9037.F,HPE,2016 Q3
9038.F,HPE,2016 Q4
9039.F,HPE,2017 Q1
9040.F,HPE,2017 Q2
9041.F,HPE,2017 Q3
9042.F,HPE,2017 Q4
9043.F,HPE,2018 Q1
9044.F,HPE,2018 Q2
9045.F,HPE,2018 Q3
9046.F,HPE,2018 Q4
9047.F,HPE,2019 Q1
9048.F,HPE,2019 Q2
9049.F,HPE,2019 Q3
9050.F,HPE,2019 Q4
9051.F,HPE,2020 Q1
9052.F,HPE,2020 Q2
9053.F,HPE,2020 Q3
9054.F,HPE,2020 Q4
9055.F,HPE,2021 Q1
9056.F,HPE,2021 Q2
9057.F,HPE,2021 Q3
9058.F,HPE,2021 Q4
9059.F,HPE,2022 Q1
9060.F,HPE,2022 Q2
9061.F,HPE,2022 Q3
9062.F,HPE,2022 Q4
9063.F,HPE,2023 Q1
9064.F,HPE,2023 Q2
9065.F,HPE,2023 Q3
9066.F,HPE,2023 Q4
9067.F,HPQ,2013 Q1
9068.F,HPQ,2013 Q2
9069.F,HPQ,2013 Q3
9070.F,HPQ,2013 Q4
9071.F,HPQ,2014 Q1
9072.F,HPQ,2014 Q2
9073.F,HPQ,2014 Q3
9074.F,HPQ,2014 Q4
9075.F,HPQ,2015 Q1
9076.F,HPQ,2015 Q2
9077.F,HPQ,2015 Q3
9078.F,HPQ,2015 Q4
9079.F,HPQ,2016 Q1
9080.F,HPQ,2016 Q2
9081.F,HPQ,2016 Q3
9082.F,HPQ,2016 Q4
9083.F,HPQ,2017 Q1
9084.F,HPQ,2017 Q2
9085.F,HPQ,2017 Q3
9086.F,HPQ,2017 Q4
9087.F,HPQ,2018 Q1
9088.F,HPQ,2018 Q2
9089.F,HPQ,2018 Q3
9090.F,HPQ,2018 Q4
9091.F,HPQ,2019 Q1
9092.F,HPQ,2019 Q2
9093.F,HPQ,2019 Q3
9094.F,HPQ,2019 Q4
9095.F,HPQ,2020 Q1
9096.F,HPQ,2020 Q2
9097.F,HPQ,2020 Q3
9098.F,HPQ,2020 Q4
9099.F,HPQ,2021 Q1
9100.F,HPQ,2021 Q2
9101.F,HPQ,2021 Q3
9102.F,HPQ,2021 Q4
9103.F,HPQ,2022 Q1
9104.F,HPQ,2022 Q2
9105.F,HPQ,2022 Q3
9106.F,HPQ,2022 Q4
9107.F,HPQ,2023 Q1
9108.F,HPQ,2023 Q2
9109.F,HPQ,2023 Q3
9110.F,HPQ,2023 Q4
9111.F,HRL,2013 Q1
9112.F,HRL,2013 Q2
9113.F,HRL,2013 Q3
9114.F,HRL,2013 Q4
9115.F,HRL,2014 Q1
9116.F,HRL,2014 Q2
9117.F,HRL,2014 Q3
9118.F,HRL,2014 Q4
9119.F,HRL,2015 Q1
9120.F,HRL,2015 Q2
9121.F,HRL,2015 Q3
9122.F,HRL,2015 Q4
9123.F,HRL,2016 Q1
9124.F,HRL,2016 Q2
9125.F,HRL,2016 Q3
9126.F,HRL,2016 Q4
9127.F,HRL,2017 Q1
9128.F,HRL,2017 Q2
9129.F,HRL,2017 Q3
9130.F,HRL,2017 Q4
9131.F,HRL,2018 Q1
9132.F,HRL,2018 Q2
9133.F,HRL,2018 Q3
9134.F,HRL,2018 Q4
9135.F,HRL,2019 Q1
9136.F,HRL,2019 Q2
9137.F,HRL,2019 Q3
9138.F,HRL,2019 Q4
9139.F,HRL,2020 Q1
9140.F,HRL,2020 Q2
9141.F,HRL,2020 Q3
9142.F,HRL,2020 Q4
9143.F,HRL,2021 Q1
9144.F,HRL,2021 Q2
9145.F,HRL,2021 Q3
9146.F,HRL,2021 Q4
9147.F,HRL,2022 Q1
9148.F,HRL,2022 Q2
9149.F,HRL,2022 Q3
9150.F,HRL,2022 Q4
9151.F,HRL,2023 Q1
9152.F,HRL,2023 Q2
9153.F,HRL,2023 Q3
9154.F,HRL,2023 Q4
9155.F,HSIC,2013 Q1
9156.F,HSIC,2013 Q2
9157.F,HSIC,2013 Q3
9158.F,HSIC,2013 Q4
9159.F,HSIC,2014 Q1
9160.F,HSIC,2014 Q2
9161.F,HSIC,2014 Q3
9162.F,HSIC,2014 Q4
9163.F,HSIC,2015 Q1
9164.F,HSIC,2015 Q2
9165.F,HSIC,2015 Q3
9166.F,HSIC,2015 Q4
9167.F,HSIC,2016 Q1
9168.F,HSIC,2016 Q2
9169.F,HSIC,2016 Q3
9170.F,HSIC,2016 Q4
9171.F,HSIC,2017 Q1
9172.F,HSIC,2017 Q2
9173.F,HSIC,2017 Q3
9174.F,HSIC,2017 Q4
9175.F,HSIC,2018 Q1
9176.F,HSIC,2018 Q2
9177.F,HSIC,2018 Q3
9178.F,HSIC,2018 Q4
9179.F,HSIC,2019 Q1
9180.F,HSIC,2019 Q2
9181.F,HSIC,2019 Q3
9182.F,HSIC,2019 Q4
9183.F,HSIC,2020 Q1
9184.F,HSIC,2020 Q2
9185.F,HSIC,2020 Q3
9186.F,HSIC,2020 Q4
9187.F,HSIC,2021 Q1
9188.F,HSIC,2021 Q2
9189.F,HSIC,2021 Q3
9190.F,HSIC,2021 Q4
9191.F,HSIC,2022 Q1
9192.F,HSIC,2022 Q2
9193.F,HSIC,2022 Q3
9194.F,HSIC,2022 Q4
9195.F,HSIC,2023 Q1
9196.F,HSIC,2023 Q2
9197.F,HSIC,2023 Q3
9198.F,HSIC,2023 Q4
9199.F,HST,2013 Q1
9200.F,HST,2013 Q2
9201.F,HST,2013 Q3
9202.F,HST,2013 Q4
9203.F,HST,2014 Q1
9204.F,HST,2014 Q2
9205.F,HST,2014 Q3
9206.F,HST,2014 Q4
9207.F,HST,2015 Q1
9208.F,HST,2015 Q2
9209.F,HST,2015 Q3
9210.F,HST,2015 Q4
9211.F,HST,2016 Q1
9212.F,HST,2016 Q2
9213.F,HST,2016 Q3
9214.F,HST,2016 Q4
9215.F,HST,2017 Q1
9216.F,HST,2017 Q2
9217.F,HST,2017 Q3
9218.F,HST,2017 Q4
9219.F,HST,2018 Q1
9220.F,HST,2018 Q2
9221.F,HST,2018 Q3
9222.F,HST,2018 Q4
9223.F,HST,2019 Q1
9224.F,HST,2019 Q2
9225.F,HST,2019 Q3
9226.F,HST,2019 Q4
9227.F,HST,2020 Q1
9228.F,HST,2020 Q2
9229.F,HST,2020 Q3
9230.F,HST,2020 Q4
9231.F,HST,2021 Q1
9232.F,HST,2021 Q2
9233.F,HST,2021 Q3
9234.F,HST,2021 Q4
9235.F,HST,2022 Q1
9236.F,HST,2022 Q2
9237.F,HST,2022 Q3
9238.F,HST,2022 Q4
9239.F,HST,2023 Q1
9240.F,HST,2023 Q2
9241.F,HST,2023 Q3
9242.F,HST,2023 Q4
9243.F,HSY,2013 Q1
9244.F,HSY,2013 Q2
9245.F,HSY,2013 Q3
9246.F,HSY,2013 Q4
9247.F,HSY,2014 Q1
9248.F,HSY,2014 Q2
9249.F,HSY,2014 Q3
9250.F,HSY,2014 Q4
9251.F,HSY,2015 Q1
9252.F,HSY,2015 Q2
9253.F,HSY,2015 Q3
9254.F,HSY,2015 Q4
9255.F,HSY,2016 Q1
9256.F,HSY,2016 Q2
9257.F,HSY,2016 Q3
9258.F,HSY,2016 Q4
9259.F,HSY,2017 Q1
9260.F,HSY,2017 Q2
9261.F,HSY,2017 Q3
9262.F,HSY,2017 Q4
9263.F,HSY,2018 Q1
9264.F,HSY,2018 Q2
9265.F,HSY,2018 Q3
9266.F,HSY,2018 Q4
9267.F,HSY,2019 Q1
9268.F,HSY,2019 Q2
9269.F,HSY,2019 Q3
9270.F,HSY,2019 Q4
9271.F,HSY,2020 Q1
9272.F,HSY,2020 Q2
9273.F,HSY,2020 Q3
9274.F,HSY,2020 Q4
9275.F,HSY,2021 Q1
9276.F,HSY,2021 Q2
9277.F,HSY,2021 Q3
9278.F,HSY,2021 Q4
9279.F,HSY,2022 Q1
9280.F,HSY,2022 Q2
9281.F,HSY,2022 Q3
9282.F,HSY,2022 Q4
9283.F,HSY,2023 Q1
9284.F,HSY,2023 Q2
9285.F,HSY,2023 Q3
9286.F,HSY,2023 Q4
9287.F,HUBB,2013 Q1
9288.F,HUBB,2013 Q2
9289.F,HUBB,2013 Q3
9290.F,HUBB,2013 Q4
9291.F,HUBB,2014 Q1
9292.F,HUBB,2014 Q2
9293.F,HUBB,2014 Q3
9294.F,HUBB,2014 Q4
9295.F,HUBB,2015 Q1
9296.F,HUBB,2015 Q2
9297.F,HUBB,2015 Q3
9298.F,HUBB,2015 Q4
9299.F,HUBB,2016 Q1
9300.F,HUBB,2016 Q2
9301.F,HUBB,2016 Q3
9302.F,HUBB,2016 Q4
9303.F,HUBB,2017 Q1
9304.F,HUBB,2017 Q2
9305.F,HUBB,2017 Q3
9306.F,HUBB,2017 Q4
9307.F,HUBB,2018 Q1
9308.F,HUBB,2018 Q2
9309.F,HUBB,2018 Q3
9310.F,HUBB,2018 Q4
9311.F,HUBB,2019 Q1
9312.F,HUBB,2019 Q2
9313.F,HUBB,2019 Q3
9314.F,HUBB,2019 Q4
9315.F,HUBB,2020 Q1
9316.F,HUBB,2020 Q2
9317.F,HUBB,2020 Q3
9318.F,HUBB,2020 Q4
9319.F,HUBB,2021 Q1
9320.F,HUBB,2021 Q2
9321.F,HUBB,2021 Q3
9322.F,HUBB,2021 Q4
9323.F,HUBB,2022 Q1
9324.F,HUBB,2022 Q2
9325.F,HUBB,2022 Q3
9326.F,HUBB,2022 Q4
9327.F,HUBB,2023 Q1
9328.F,HUBB,2023 Q2
9329.F,HUBB,2023 Q3
9330.F,HUBB,2023 Q4
9331.F,HUM,2013 Q1
9332.F,HUM,2013 Q2
9333.F,HUM,2013 Q3
9334.F,HUM,2013 Q4
9335.F,HUM,2014 Q1
9336.F,HUM,2014 Q2
9337.F,HUM,2014 Q3
9338.F,HUM,2014 Q4
9339.F,HUM,2015 Q1
9340.F,HUM,2017 Q1
9341.F,HUM,2017 Q2
9342.F,HUM,2017 Q3
9343.F,HUM,2017 Q4
9344.F,HUM,2018 Q1
9345.F,HUM,2018 Q2
9346.F,HUM,2018 Q3
9347.F,HUM,2018 Q4
9348.F,HUM,2019 Q1
9349.F,HUM,2019 Q2
9350.F,HUM,2019 Q3
9351.F,HUM,2019 Q4
9352.F,HUM,2020 Q1
9353.F,HUM,2020 Q2
9354.F,HUM,2020 Q3
9355.F,HUM,2020 Q4
9356.F,HUM,2021 Q1
9357.F,HUM,2021 Q2
9358.F,HUM,2021 Q3
9359.F,HUM,2021 Q4
9360.F,HUM,2022 Q1
9361.F,HUM,2022 Q2
9362.F,HUM,2022 Q3
9363.F,HUM,2022 Q4
9364.F,HUM,2023 Q1
9365.F,HUM,2023 Q2
9366.F,HUM,2023 Q3
9367.F,HUM,2023 Q4
9368.F,HWM,2020 Q1
9369.F,HWM,2020 Q2
9370.F,HWM,2020 Q3
9371.F,HWM,2020 Q4
9372.F,HWM,2021 Q1
9373.F,HWM,2021 Q2
9374.F,HWM,2021 Q3
9375.F,HWM,2021 Q4
9376.F,HWM,2022 Q1
9377.F,HWM,2022 Q2
9378.F,HWM,2022 Q3
9379.F,HWM,2022 Q4
9380.F,HWM,2023 Q1
9381.F,HWM,2023 Q2
9382.F,HWM,2023 Q3
9383.F,HWM,2023 Q4
9384.F,IBM,2013 Q1
9385.F,IBM,2013 Q2
9386.F,IBM,2013 Q3
9387.F,IBM,2013 Q4
9388.F,IBM,2014 Q1
9389.F,IBM,2014 Q2
9390.F,IBM,2014 Q3
9391.F,IBM,2014 Q4
9392.F,IBM,2015 Q1
9393.F,IBM,2015 Q2
9394.F,IBM,2015 Q3
9395.F,IBM,2015 Q4
9396.F,IBM,2016 Q1
9397.F,IBM,2016 Q2
9398.F,IBM,2016 Q3
9399.F,IBM,2016 Q4
9400.F,IBM,2017 Q1
9401.F,IBM,2017 Q2
9402.F,IBM,2017 Q3
9403.F,IBM,2017 Q4
9404.F,IBM,2018 Q1
9405.F,IBM,2018 Q2
9406.F,IBM,2018 Q3
9407.F,IBM,2018 Q4
9408.F,IBM,2019 Q1
9409.F,IBM,2019 Q2
9410.F,IBM,2019 Q3
9411.F,IBM,2019 Q4
9412.F,IBM,2020 Q1
9413.F,IBM,2020 Q2
9414.F,IBM,2020 Q3
9415.F,IBM,2020 Q4
9416.F,IBM,2021 Q1
9417.F,IBM,2021 Q2
9418.F,IBM,2021 Q3
9419.F,IBM,2021 Q4
9420.F,IBM,2022 Q1
9421.F,IBM,2022 Q3
9422.F,IBM,2022 Q4
9423.F,IBM,2023 Q1
9424.F,IBM,2023 Q2
9425.F,IBM,2023 Q3
9426.F,IBM,2023 Q4
9427.F,ICE,2013 Q1
9428.F,ICE,2013 Q2
9429.F,ICE,2013 Q3
9430.F,ICE,2013 Q4
9431.F,ICE,2014 Q1
9432.F,ICE,2014 Q2
9433.F,ICE,2014 Q3
9434.F,ICE,2014 Q4
9435.F,ICE,2015 Q1
9436.F,ICE,2015 Q2
9437.F,ICE,2015 Q3
9438.F,ICE,2015 Q4
9439.F,ICE,2016 Q1
9440.F,ICE,2016 Q2
9441.F,ICE,2016 Q3
9442.F,ICE,2016 Q4
9443.F,ICE,2017 Q1
9444.F,ICE,2017 Q2
9445.F,ICE,2017 Q3
9446.F,ICE,2017 Q4
9447.F,ICE,2018 Q1
9448.F,ICE,2018 Q2
9449.F,ICE,2018 Q3
9450.F,ICE,2018 Q4
9451.F,ICE,2019 Q1
9452.F,ICE,2019 Q2
9453.F,ICE,2019 Q3
9454.F,ICE,2019 Q4
9455.F,ICE,2020 Q1
9456.F,ICE,2020 Q2
9457.F,ICE,2020 Q3
9458.F,ICE,2020 Q4
9459.F,ICE,2021 Q1
9460.F,ICE,2021 Q2
9461.F,ICE,2021 Q3
9462.F,ICE,2021 Q4
9463.F,ICE,2022 Q1
9464.F,ICE,2022 Q2
9465.F,ICE,2022 Q3
9466.F,ICE,2022 Q4
9467.F,ICE,2023 Q1
9468.F,ICE,2023 Q2
9469.F,ICE,2023 Q3
9470.F,ICE,2023 Q4
9471.F,IDXX,2013 Q1
9472.F,IDXX,2013 Q2
9473.F,IDXX,2013 Q3
9474.F,IDXX,2013 Q4
9475.F,IDXX,2014 Q1
9476.F,IDXX,2014 Q2
9477.F,IDXX,2014 Q3
9478.F,IDXX,2014 Q4
9479.F,IDXX,2015 Q1
9480.F,IDXX,2015 Q2
9481.F,IDXX,2015 Q3
9482.F,IDXX,2015 Q4
9483.F,IDXX,2016 Q1
9484.F,IDXX,2016 Q2
9485.F,IDXX,2016 Q3
9486.F,IDXX,2016 Q4
9487.F,IDXX,2017 Q1
9488.F,IDXX,2017 Q2
9489.F,IDXX,2017 Q3
9490.F,IDXX,2017 Q4
9491.F,IDXX,2018 Q1
9492.F,IDXX,2018 Q2
9493.F,IDXX,2018 Q3
9494.F,IDXX,2018 Q4
9495.F,IDXX,2019 Q1
9496.F,IDXX,2019 Q2
9497.F,IDXX,2019 Q3
9498.F,IDXX,2019 Q4
9499.F,IDXX,2020 Q1
9500.F,IDXX,2020 Q2
9501.F,IDXX,2020 Q3
9502.F,IDXX,2020 Q4
9503.F,IDXX,2021 Q1
9504.F,IDXX,2021 Q2
9505.F,IDXX,2021 Q3
9506.F,IDXX,2021 Q4
9507.F,IDXX,2022 Q1
9508.F,IDXX,2022 Q2
9509.F,IDXX,2022 Q3
9510.F,IDXX,2022 Q4
9511.F,IDXX,2023 Q1
9512.F,IDXX,2023 Q2
9513.F,IDXX,2023 Q3
9514.F,IDXX,2023 Q4
9515.F,IEX,2013 Q1
9516.F,IEX,2013 Q2
9517.F,IEX,2013 Q3
9518.F,IEX,2013 Q4
9519.F,IEX,2014 Q1
9520.F,IEX,2014 Q2
9521.F,IEX,2014 Q3
9522.F,IEX,2014 Q4
9523.F,IEX,2015 Q1
9524.F,IEX,2015 Q2
9525.F,IEX,2015 Q3
9526.F,IEX,2015 Q4
9527.F,IEX,2016 Q1
9528.F,IEX,2016 Q2
9529.F,IEX,2016 Q3
9530.F,IEX,2016 Q4
9531.F,IEX,2017 Q1
9532.F,IEX,2017 Q2
9533.F,IEX,2017 Q3
9534.F,IEX,2017 Q4
9535.F,IEX,2018 Q1
9536.F,IEX,2018 Q2
9537.F,IEX,2018 Q3
9538.F,IEX,2018 Q4
9539.F,IEX,2019 Q1
9540.F,IEX,2019 Q2
9541.F,IEX,2019 Q3
9542.F,IEX,2019 Q4
9543.F,IEX,2020 Q1
9544.F,IEX,2020 Q2
9545.F,IEX,2020 Q3
9546.F,IEX,2020 Q4
9547.F,IEX,2021 Q1
9548.F,IEX,2021 Q2
9549.F,IEX,2021 Q3
9550.F,IEX,2021 Q4
9551.F,IEX,2022 Q1
9552.F,IEX,2022 Q2
9553.F,IEX,2022 Q3
9554.F,IEX,2022 Q4
9555.F,IEX,2023 Q1
9556.F,IEX,2023 Q2
9557.F,IEX,2023 Q3
9558.F,IEX,2023 Q4
9559.F,IFF,2013 Q1
9560.F,IFF,2013 Q2
9561.F,IFF,2013 Q3
9562.F,IFF,2013 Q4
9563.F,IFF,2014 Q1
9564.F,IFF,2014 Q2
9565.F,IFF,2014 Q3
9566.F,IFF,2014 Q4
9567.F,IFF,2015 Q1
9568.F,IFF,2015 Q2
9569.F,IFF,2015 Q3
9570.F,IFF,2015 Q4
9571.F,IFF,2016 Q1
9572.F,IFF,2016 Q2
9573.F,IFF,2016 Q3
9574.F,IFF,2016 Q4
9575.F,IFF,2017 Q1
9576.F,IFF,2017 Q2
9577.F,IFF,2017 Q3
9578.F,IFF,2017 Q4
9579.F,IFF,2018 Q2
9580.F,IFF,2018 Q3
9581.F,IFF,2018 Q4
9582.F,IFF,2019 Q1
9583.F,IFF,2019 Q2
9584.F,IFF,2019 Q3
9585.F,IFF,2019 Q4
9586.F,IFF,2020 Q1
9587.F,IFF,2020 Q2
9588.F,IFF,2020 Q4
9589.F,IFF,2021 Q1
9590.F,IFF,2021 Q2
9591.F,IFF,2021 Q3
9592.F,IFF,2021 Q4
9593.F,IFF,2022 Q1
9594.F,IFF,2022 Q2
9595.F,IFF,2022 Q3
9596.F,IFF,2022 Q4
9597.F,IFF,2023 Q1
9598.F,IFF,2023 Q2
9599.F,IFF,2023 Q3
9600.F,IFF,2023 Q4
9601.F,ILMN,2013 Q1
9602.F,ILMN,2013 Q2
9603.F,ILMN,2013 Q3
9604.F,ILMN,2013 Q4
9605.F,ILMN,2014 Q1
9606.F,ILMN,2014 Q2
9607.F,ILMN,2014 Q3
9608.F,ILMN,2014 Q4
9609.F,ILMN,2015 Q1
9610.F,ILMN,2015 Q2
9611.F,ILMN,2015 Q3
9612.F,ILMN,2015 Q4
9613.F,ILMN,2016 Q1
9614.F,ILMN,2016 Q2
9615.F,ILMN,2016 Q3
9616.F,ILMN,2016 Q4
9617.F,ILMN,2017 Q1
9618.F,ILMN,2017 Q2
9619.F,ILMN,2017 Q3
9620.F,ILMN,2017 Q4
9621.F,ILMN,2018 Q1
9622.F,ILMN,2018 Q2
9623.F,ILMN,2018 Q3
9624.F,ILMN,2018 Q4
9625.F,ILMN,2019 Q1
9626.F,ILMN,2019 Q2
9627.F,ILMN,2019 Q3
9628.F,ILMN,2019 Q4
9629.F,ILMN,2020 Q1
9630.F,ILMN,2020 Q2
9631.F,ILMN,2020 Q3
9632.F,ILMN,2020 Q4
9633.F,ILMN,2021 Q1
9634.F,ILMN,2021 Q2
9635.F,ILMN,2021 Q3
9636.F,ILMN,2021 Q4
9637.F,ILMN,2022 Q1
9638.F,ILMN,2022 Q2
9639.F,ILMN,2022 Q3
9640.F,ILMN,2022 Q4
9641.F,ILMN,2023 Q1
9642.F,ILMN,2023 Q2
9643.F,ILMN,2023 Q3
9644.F,ILMN,2023 Q4
9645.F,INCY,2013 Q1
9646.F,INCY,2013 Q2
9647.F,INCY,2013 Q3
9648.F,INCY,2013 Q4
9649.F,INCY,2014 Q1
9650.F,INCY,2014 Q2
9651.F,INCY,2014 Q3
9652.F,INCY,2014 Q4
9653.F,INCY,2015 Q1
9654.F,INCY,2015 Q2
9655.F,INCY,2015 Q3
9656.F,INCY,2015 Q4
9657.F,INCY,2016 Q1
9658.F,INCY,2016 Q2
9659.F,INCY,2016 Q3
9660.F,INCY,2016 Q4
9661.F,INCY,2017 Q1
9662.F,INCY,2017 Q2
9663.F,INCY,2017 Q3
9664.F,INCY,2017 Q4
9665.F,INCY,2018 Q1
9666.F,INCY,2018 Q2
9667.F,INCY,2018 Q3
9668.F,INCY,2018 Q4
9669.F,INCY,2019 Q1
9670.F,INCY,2019 Q2
9671.F,INCY,2019 Q3
9672.F,INCY,2019 Q4
9673.F,INCY,2020 Q1
9674.F,INCY,2020 Q2
9675.F,INCY,2020 Q3
9676.F,INCY,2020 Q4
9677.F,INCY,2021 Q1
9678.F,INCY,2021 Q2
9679.F,INCY,2021 Q3
9680.F,INCY,2021 Q4
9681.F,INCY,2022 Q1
9682.F,INCY,2022 Q2
9683.F,INCY,2022 Q3
9684.F,INCY,2022 Q4
9685.F,INCY,2023 Q1
9686.F,INCY,2023 Q2
9687.F,INCY,2023 Q3
9688.F,INCY,2023 Q4
9689.F,INTC,2013 Q1
9690.F,INTC,2013 Q2
9691.F,INTC,2013 Q3
9692.F,INTC,2013 Q4
9693.F,INTC,2014 Q1
9694.F,INTC,2014 Q2
9695.F,INTC,2014 Q3
9696.F,INTC,2014 Q4
9697.F,INTC,2015 Q1
9698.F,INTC,2015 Q2
9699.F,INTC,2015 Q3
9700.F,INTC,2015 Q4
9701.F,INTC,2016 Q1
9702.F,INTC,2016 Q2
9703.F,INTC,2016 Q3
9704.F,INTC,2016 Q4
9705.F,INTC,2017 Q1
9706.F,INTC,2017 Q2
9707.F,INTC,2017 Q3
9708.F,INTC,2017 Q4
9709.F,INTC,2018 Q1
9710.F,INTC,2018 Q2
9711.F,INTC,2018 Q3
9712.F,INTC,2018 Q4
9713.F,INTC,2019 Q1
9714.F,INTC,2019 Q2
9715.F,INTC,2019 Q3
9716.F,INTC,2019 Q4
9717.F,INTC,2020 Q1
9718.F,INTC,2020 Q2
9719.F,INTC,2020 Q3
9720.F,INTC,2020 Q4
9721.F,INTC,2021 Q1
9722.F,INTC,2021 Q2
9723.F,INTC,2021 Q3
9724.F,INTC,2021 Q4
9725.F,INTC,2022 Q1
9726.F,INTC,2022 Q2
9727.F,INTC,2022 Q3
9728.F,INTC,2022 Q4
9729.F,INTC,2023 Q1
9730.F,INTC,2023 Q2
9731.F,INTC,2023 Q3
9732.F,INTC,2023 Q4
9733.F,INTU,2013 Q1
9734.F,INTU,2013 Q2
9735.F,INTU,2013 Q3
9736.F,INTU,2014 Q1
9737.F,INTU,2014 Q2
9738.F,INTU,2014 Q4
9739.F,INTU,2015 Q1
9740.F,INTU,2015 Q2
9741.F,INTU,2015 Q3
9742.F,INTU,2015 Q4
9743.F,INTU,2016 Q1
9744.F,INTU,2016 Q2
9745.F,INTU,2016 Q3
9746.F,INTU,2016 Q4
9747.F,INTU,2017 Q1
9748.F,INTU,2017 Q2
9749.F,INTU,2017 Q3
9750.F,INTU,2017 Q4
9751.F,INTU,2018 Q1
9752.F,INTU,2018 Q2
9753.F,INTU,2018 Q3
9754.F,INTU,2018 Q4
9755.F,INTU,2019 Q1
9756.F,INTU,2019 Q2
9757.F,INTU,2019 Q3
9758.F,INTU,2019 Q4
9759.F,INTU,2020 Q1
9760.F,INTU,2020 Q2
9761.F,INTU,2020 Q3
9762.F,INTU,2020 Q4
9763.F,INTU,2021 Q1
9764.F,INTU,2021 Q2
9765.F,INTU,2021 Q3
9766.F,INTU,2021 Q4
9767.F,INTU,2022 Q1
9768.F,INTU,2022 Q2
9769.F,INTU,2022 Q3
9770.F,INTU,2022 Q4
9771.F,INTU,2023 Q1
9772.F,INTU,2023 Q2
9773.F,INTU,2023 Q3
9774.F,INTU,2023 Q4
9775.F,INVH,2017 Q1
9776.F,INVH,2017 Q3
9777.F,INVH,2017 Q4
9778.F,INVH,2018 Q1
9779.F,INVH,2018 Q2
9780.F,INVH,2018 Q3
9781.F,INVH,2018 Q4
9782.F,INVH,2019 Q1
9783.F,INVH,2019 Q2
9784.F,INVH,2019 Q3
9785.F,INVH,2019 Q4
9786.F,INVH,2020 Q1
9787.F,INVH,2020 Q2
9788.F,INVH,2020 Q3
9789.F,INVH,2020 Q4
9790.F,INVH,2021 Q1
9791.F,INVH,2021 Q2
9792.F,INVH,2021 Q3
9793.F,INVH,2021 Q4
9794.F,INVH,2022 Q1
9795.F,INVH,2022 Q2
9796.F,INVH,2022 Q3
9797.F,INVH,2022 Q4
9798.F,INVH,2023 Q1
9799.F,INVH,2023 Q2
9800.F,INVH,2023 Q3
9801.F,INVH,2023 Q4
9802.F,IP,2013 Q1
9803.F,IP,2013 Q2
9804.F,IP,2013 Q3
9805.F,IP,2013 Q4
9806.F,IP,2014 Q1
9807.F,IP,2014 Q2
9808.F,IP,2014 Q3
9809.F,IP,2014 Q4
9810.F,IP,2015 Q1
9811.F,IP,2015 Q2
9812.F,IP,2015 Q3
9813.F,IP,2015 Q4
9814.F,IP,2016 Q1
9815.F,IP,2016 Q2
9816.F,IP,2016 Q3
9817.F,IP,2016 Q4
9818.F,IP,2017 Q1
9819.F,IP,2017 Q2
9820.F,IP,2017 Q3
9821.F,IP,2017 Q4
9822.F,IP,2018 Q1
9823.F,IP,2018 Q2
9824.F,IP,2018 Q3
9825.F,IP,2018 Q4
9826.F,IP,2019 Q1
9827.F,IP,2019 Q2
9828.F,IP,2019 Q3
9829.F,IP,2019 Q4
9830.F,IP,2020 Q1
9831.F,IP,2020 Q2
9832.F,IP,2020 Q3
9833.F,IP,2020 Q4
9834.F,IP,2021 Q1
9835.F,IP,2021 Q2
9836.F,IP,2021 Q3
9837.F,IP,2021 Q4
9838.F,IP,2022 Q1
9839.F,IP,2022 Q2
9840.F,IP,2022 Q3
9841.F,IP,2022 Q4
9842.F,IP,2023 Q1
9843.F,IP,2023 Q2
9844.F,IP,2023 Q3
9845.F,IP,2023 Q4
9846.F,IPG,2013 Q1
9847.F,IPG,2013 Q2
9848.F,IPG,2013 Q3
9849.F,IPG,2013 Q4
9850.F,IPG,2014 Q1
9851.F,IPG,2014 Q2
9852.F,IPG,2014 Q3
9853.F,IPG,2014 Q4
9854.F,IPG,2015 Q1
9855.F,IPG,2015 Q2
9856.F,IPG,2015 Q3
9857.F,IPG,2015 Q4
9858.F,IPG,2016 Q1
9859.F,IPG,2016 Q2
9860.F,IPG,2016 Q3
9861.F,IPG,2016 Q4
9862.F,IPG,2017 Q1
9863.F,IPG,2017 Q2
9864.F,IPG,2017 Q3
9865.F,IPG,2017 Q4
9866.F,IPG,2018 Q1
9867.F,IPG,2018 Q2
9868.F,IPG,2018 Q3
9869.F,IPG,2018 Q4
9870.F,IPG,2019 Q1
9871.F,IPG,2019 Q2
9872.F,IPG,2019 Q3
9873.F,IPG,2019 Q4
9874.F,IPG,2020 Q1
9875.F,IPG,2020 Q2
9876.F,IPG,2020 Q3
9877.F,IPG,2020 Q4
9878.F,IPG,2021 Q1
9879.F,IPG,2021 Q2
9880.F,IPG,2021 Q3
9881.F,IPG,2021 Q4
9882.F,IPG,2022 Q1
9883.F,IPG,2022 Q2
9884.F,IPG,2022 Q3
9885.F,IPG,2022 Q4
